Comments,Date,Favorites,User,Polarity,Sentiment
I was delighted to participate to a Roundtable in @BNPParibas Hong Kong dealing with the commitment of our bank on… https://t.co/PRy79oYXgv,3/19/2018 16:44,1,Alain Levy,0.7,positive
"RT @dewichantika27: Microfinance is believed by many to be the potential key to helping fight even the most stubborn strains of poverty.
#L…",3/19/2018 16:41,0,Coinbase UK Refferal,0.25,positive
Microfinance is believed by many to be the potential key to helping fight even the most stubborn strains of poverty… https://t.co/II7suvXrz6,3/19/2018 16:40,0,dewi chantika,0.25,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 16:34,0,Tayo Ogun2ga?,0,neutral
2018 Jobs Vacancy Microfinance Bank Massive Recruitment of Bancassurance Sales Consultants https://t.co/XcZ5h2oMOR,3/19/2018 16:11,0,jobsinkenya254,0,neutral
2018 Jobs Vacancy Microfinance Institution Internship Opportunities in Kenya https://t.co/uOBhij1Hkj,3/19/2018 16:06,0,jobsinkenya254,0,neutral
"If you are thinking big, think bigger. Lead with passion, and be the best. 

#MondayMotivaton #HustlerMentality… https://t.co/itcB8QzU96",3/19/2018 16:00,0,asaak,0.333333333,positive
Microfinance is believed by many to be the potential key to helping fight even the most stubborn strains of poverty… https://t.co/fzn9K0q34h,3/19/2018 15:59,3,Token,0.25,positive
"At the headquarters of Rowad Organization, a workshop was conducted in microfinance business  Advisory . For 16 bus… https://t.co/R1SDwE5ArK",3/19/2018 15:57,1,Dr Amira q,0,neutral
"RT @Kiva: Looking to take the next step in your career? We're looking for people who are passionate about poverty alleviation, flexible, ad…",3/19/2018 15:39,0,brooklynngasser.kiva,-0.025,negative
Les 4 jours de travaux avec l appui technique des experts de l'@UNCDF permettra aux acteurs du secteur de la… https://t.co/arilDKf0ln,3/19/2018 15:37,0,Mazamesso ASSIH ??,0,neutral
Andbank Microfinance Fund colabora con la Fundación Fero con 23.678 euros - https://t.co/RjcaPei4sA https://t.co/llJkHrppD5,3/19/2018 15:31,0,Enrique Delgado,0,neutral
@detikfinance The master of microfinance belong to BRI,3/19/2018 15:22,0,Muhamad Thoriq,0,neutral
Via @etribune: the #microfinance sector is playing a critical role in #Pakistan's economic growth. @mmaqil https://t.co/hFNSOFjap3,3/19/2018 15:15,0,FINCAImpact Finance,0.1,positive
ISIAKU MICROFINANCE BANK LTD is a licensed Microfinance Bank (MFB) by the Central Bank of Nigeria (CBN) with her re… https://t.co/9xevFYGflF,3/19/2018 15:09,0,Isiaku Microfinance Bank Ltd,0,neutral
Are you kidding? Flag off what? CBN MSMEDF that microfinance banks around here access and disburse to beneficiaries… https://t.co/dcRYcj5wZF,3/19/2018 14:57,0,Mr. Bash,0,neutral
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 14:56,0,Arpan Sahni,0.166666667,positive
#Micrifinance banks crucial for economic growth #Pakistan  https://t.co/H7NaKJ6DVs,3/19/2018 14:27,0,Brindley,0.1,positive
"Akhuwat = The Largest Islamic Microfinance in the World in Lahore Pakistan...

A Journey of… https://t.co/rmtG1Cihn8",3/19/2018 14:10,0,Ade Juraynaldi,0,neutral
"#FINCA has a  network of microfinance institutions in 20 countries.  the bank has given over 700,000 small #loans t… https://t.co/SH59aBgvnp",3/19/2018 14:01,1,Darjat,-0.25,negative
Exactly the reason why @OikocreditNL invests in microfinance https://t.co/yjwtlV9zzx,3/19/2018 13:57,1,Eric Holterhues,0.25,positive
"Female Apparel Workers Struggle With Wages, Overtime, Safety, Study Finds: Microfinance… https://t.co/TJV9mABNTd https://t.co/iuFX8PvYue",3/19/2018 13:57,0,BNews,0,neutral
Important Note: Ignore the job adverts from Amret MicroFinance Bank its a SCAM... https://t.co/QSYQeIwlNu,3/19/2018 13:47,0,Tanzania News,0.4,positive
Quote #MPA #Microfinance #MakeADifference #EndPoverty https://t.co/54AQLo5ikF,3/19/2018 13:40,1,MPAonline,0,neutral
RT @RSLNmag: #Trust | L'objectif de 4G Capital est de réussir à lever 10 millions de dollars en émettant des obligations en #cryptomonnaie.…,3/19/2018 13:35,0,FinTech Africa,0,neutral
#Trust | L'objectif de 4G Capital est de réussir à lever 10 millions de dollars en émettant des obligations en… https://t.co/aZgal2uYJ1,3/19/2018 13:30,0,RSLN mag,0,neutral
"RT @Adieorg: Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie de #Paris,…",3/19/2018 13:20,0,Grégoire Héaulme,0,neutral
RT @IshitaaT: #MarketResearch for #productdevelopment is not just an activity off the check-list! It must be guided by a strong research is…,3/19/2018 13:13,0,Garima,0.433333333,positive
RT @ChiefJefree: Most men nowadays are single cause they don't want to be in a relationship in which they are treated as if they are a bank…,3/19/2018 12:55,0,Parklands Finest,0.214285714,positive
Microfinance banks crucial for economic growth - The Express Tribune https://t.co/paNVfDGNZ5,3/19/2018 12:51,1,jagathjayasundera,0.1,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 12:50,0,Modela,0,neutral
"“Robinhood, the Microfinance giant bets on Bitcoin” by @sharoneperl https://.com/@sharoneperl/robinhood-the-microfi… https://t.co/403c3avvPS",3/19/2018 12:43,0,Louis Mazur,0,neutral
Be part of the world's leading #microfinance institution...through this innovative #fellowship https://t.co/AzOEFm70rl,3/19/2018 12:43,1,PCDN,0.5,positive
Inclusive Innovation: How two mobile technology startups are changing the game in #microfinance… https://t.co/c4mFkMFQDA,3/19/2018 12:39,0,Burke Buchanan,-0.4,negative
New online: Enthusiastic Policy Implementation and its Aftermath: The Sudden Expansion and Contraction of #China's… https://t.co/SUe5OWU5AI,3/19/2018 12:36,2,The China Quarterly,0.245454545,positive
Important Note: Ignore the job adverts from Amret MicroFinance Bank its a SCAM https://t.co/6MRxfQX2BD on @bloglovin,3/19/2018 12:33,0,Ally Msangi,0.4,positive
RT @IccoUsa: We're looking for a Microfinance Manager for the program STARS. ICCO is implementing the “Strengthening African Rural Smallhol…,3/19/2018 12:24,0,Chrisette,0,neutral
"China’s Ant Financial, which already has a large stake in India’s Paytm and operates its own Alipay wallet in China… https://t.co/1QreYu9Vuw",3/19/2018 12:19,2,Ibrahim Sajid Malick,0.271428571,positive
Entry Level Debt Collection Officer Job Opportunities - Pride Microfinance Limited (MDI) (Pride) https://t.co/DJgfHe01v3,3/19/2018 12:11,0,UgandanJobline,-0.071428571,negative
RT @BlueOrchardLtd: How #microfinance contributes to a country's economic growth. Read about the example of Pakistan here: https://t.co/y6T…,3/19/2018 11:51,0,Brindley,0.2,positive
"RT @SymbioticsNews: #Pakistan, #Microfinance Banks Crucial for Economic Growth: Microfinance banks can ensure sustainable development… http…",3/19/2018 11:50,0,Brindley,0.1,positive
"RT @Adieorg: Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie de #Paris,…",3/19/2018 11:45,0,Anne Hidalgo,0,neutral
Important Note: Ignore the job adverts from Amret MicroFinance Bank its a SCAM https://t.co/pgMQG2H9Kd #Jobstanzania,3/19/2018 11:42,0,Ally Msangi,0.4,positive
New Job: Important Note: Ignore the job adverts from Amret MicroFinance Bank its a SCAM https://t.co/cz2cyg77vu,3/19/2018 11:42,0,JobsTanzania,0.268181818,positive
"RT @bankingonvalues: ""In Africa, there is nothing as important as empowering a woman. When you empower a woman, it’s as if you are empoweri…",3/19/2018 11:38,0,Giulia Maschio,0.4,positive
"RT @Adieorg: Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie de #Paris,…",3/19/2018 11:38,0,Laurent Marigny,0,neutral
Northern village #women in claws of #microfinance monster. https://t.co/zWtoknihDq #lka #srilanka,3/19/2018 11:32,0,Ranjit J Perera,0,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 11:21,0,Lanre,0.136363636,positive
How #microfinance contributes to a country's economic growth. Read about the example of Pakistan here:… https://t.co/RPpVIvQnFp,3/19/2018 11:17,0,BlueOrchard Finance,0.2,positive
"RT @Adieorg: Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie de #Paris,…",3/19/2018 11:15,0,Nathalie Courtial,0,neutral
"Mahindra Logistics tying up start-ups in fintech and microfinance space to help fund these small retailers, replaci… https://t.co/4VoH1N1B7y",3/19/2018 11:14,1,R. Wadiwala Group,-0.25,negative
"RT @Adieorg: Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie de #Paris,…",3/19/2018 11:02,0,Bérengère Marais,0,neutral
"RT @Adieorg: Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie de #Paris,…",3/19/2018 11:01,0,Deni Ayala de Bunge,0,neutral
@narendramodi  ji namaskar odisha Yeh Rishta Kya Chit Fund company microfinance Limited,3/19/2018 11:01,0,Santanu pagal,-0.071428571,negative
Dans les coulisses des 30 ans de notre association ! Visite des équipes de l'Adie et Diola Production à la #Mairie… https://t.co/J5RJxPc9oq,3/19/2018 11:00,21,Association Adie,0,neutral
RT @MBDiversityLead: We are delighted to announce &amp; congratulate our Founder &amp; CEO of @MBDiversityLead Dr Miranda Brawn @brawnm has been ma…,3/19/2018 10:58,0,MBDL Foundation,0.7,positive
"#Pakistan, #Microfinance Banks Crucial for Economic Growth: Microfinance banks can ensure sustainable development… https://t.co/jgeyCBPOma",3/19/2018 10:56,0,Symbiotics,0.1,positive
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 10:52,0,??????? C???P?LLO,0,neutral
"RT @The_LHoFT: Why Luxembourg? ???
A few of the reasons why #Luxembourg is home to a growing number of financial services innovators, inclu…",3/19/2018 10:51,0,Amélie Mazoyer,-0.1,negative
RT @lendwithcare: We're very excited to welcome all of our #microfinance colleagues to #London for a https://t.co/6fgCHR9pWa workshop this…,3/19/2018 10:43,0,Khurram Saeed,0.64375,positive
"We are very happy to welcome you all to Satin Creditcare Network Ltd. 
We are hopeful that with your fresh ideas an… https://t.co/C8GIr0UF4e",3/19/2018 10:42,0,Satin Creditcare Network Ltd,0.7,positive
RT @lendwithcare: We're very excited to welcome all of our #microfinance colleagues to #London for a https://t.co/6fgCHR9pWa workshop this…,3/19/2018 10:40,0,Richard Kemp CBE,0.64375,positive
Microfinance in focus.. https://t.co/aGDUc6vamM,3/19/2018 10:35,0,NewsBoss.in,0,neutral
RT @LuxFLAG: The @LuxFLAG #Microfinance label has been renewed for 13 funds: https://t.co/QNhQppNoHO https://t.co/J9higxZfoS,3/19/2018 10:34,0,e-MFP,0,neutral
RT @KarandaazPK: Bashir Ahmed worked as a scrap collector in Khushab. #Microfinance helped him start and expand his business and today he h…,3/19/2018 10:31,0,Mehr Shah,0,neutral
#Know #relish &amp; #convey #marvellous #preferred #narrations in 'Mobilize Women: Progress Is Assured' https://t.co/4szfxfDAlw #microfinance,3/19/2018 10:18,0,WomensPowerCen,0,neutral
RT @MBDiversityLead: We are delighted to announce &amp; congratulate our Founder &amp; CEO of @MBDiversityLead Dr Miranda Brawn @brawnm has been ma…,3/19/2018 10:17,0,Dr Miranda Brawn,0.7,positive
RT @IshitaaT: #MarketResearch for #productdevelopment is not just an activity off the check-list! It must be guided by a strong research is…,3/19/2018 10:13,0,Graham A. N. Wright,0.433333333,positive
"@Omojuwa @Omojuwa I would pay my 30k balance microfinance debt, buy 1 carton of attachment, 5 Closure, engage 5more… https://t.co/nxEBlyQetI",3/19/2018 10:13,0,Lindsay,0,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 10:13,0,Sir Chuks,0,neutral
European Microfinance Research Award  ? 11th edition is now open! ??Papers exploring implications of the… https://t.co/wt6uwiJFIx,3/19/2018 10:09,1,European Microfinance Network (EMN),0,neutral
A privilege to meet @Yunus_Centre founder of @GrameenFdn tonight ? Working in microfinance in Cambodia with @AusAID… https://t.co/t1GZxaEeru,3/19/2018 10:08,7,Penny Davis,0,neutral
RT @IshitaaT: #MarketResearch for #productdevelopment is not just an activity off the check-list! It must be guided by a strong research is…,3/19/2018 10:07,0,MicroSave,0.433333333,positive
$TCA:CN - Press Release - to participate in the issuance using cryptocurrencies. The partnership also represents Af… https://t.co/sS4xpYsxCN,3/19/2018 10:02,0,Crypto Tracker Bot,0,neutral
We're very excited to welcome all of our #microfinance colleagues to #London for a https://t.co/6fgCHR9pWa workshop… https://t.co/mxrdc70Nly,3/19/2018 9:55,2,lendwithcare,0.64375,positive
Don't lose the opportunity to register for the ''Making Microfinance Work : Managing Product Diversification'' trai… https://t.co/lEWhP9O26f,3/19/2018 9:52,2,NpM,0,neutral
Advisor Assistant- Microfinance and institutional reform - Development and Employment Fund (DEF) - Deutsche Gesells… https://t.co/ApfRNYIZG8,3/19/2018 9:50,0,elblgiky,0,neutral
RT @IshitaaT: #MarketResearch for #productdevelopment is not just an activity off the check-list! It must be guided by a strong research is…,3/19/2018 9:37,0,Manoj Pandey,0.433333333,positive
RT @dcolgren: -‘Banking on women’-: How microfinance empowers Kenyan women with small loans | Impact Investment Network https://t.co/2ZtSxL…,3/19/2018 9:36,0,ImpInvNetwork,-0.25,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 9:36,0,Olowoo_Yinka,0.136363636,positive
RT @RevueBanque: La #microfinance en #Afrique : une convergence vers le #digital. Par Emmanuel Noblanc @SAB_Banking https://t.co/7AvrVrMZ74…,3/19/2018 9:35,0,Gilbert 44,0,neutral
RT @RevueBanque: La #microfinance en #Afrique : une convergence vers le #digital. Par Emmanuel Noblanc @SAB_Banking https://t.co/7AvrVrMZ74…,3/19/2018 9:35,0,Gilbert MAHE,0,neutral
#MarketResearch for #productdevelopment is not just an activity off the check-list! It must be guided by a strong r… https://t.co/lc0apI9VOQ,3/19/2018 9:34,7,Ishita Sharma,0.433333333,positive
RT @RevueBanque: La #microfinance en #Afrique : une convergence vers le #digital. Par Emmanuel Noblanc @SAB_Banking https://t.co/7AvrVrMZ74…,3/19/2018 9:28,0,Revue Banque,0,neutral
RT @kwikirizajack: Looking forward to when this initiative will be fully functional so that members/ clients of #Commercial #Banks and #Mic…,3/19/2018 9:27,0,Felibien HIRWA TUZA,0,neutral
@SvetlanaZik @Baobab_Group @BNPParibas Yes indeed regulation in China for microfinance is still an issue,3/19/2018 9:22,0,Alain Levy,0,neutral
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 9:16,0,Erica Lee,0.166666667,positive
Entry Level Debt Collection Officer Job Opportunities - Pride Microfinance Limited (MDI) (Pride) https://t.co/HiNR9XYejg,3/19/2018 9:12,0,UgandanJobline,-0.071428571,negative
The CEO noted  the bank would deploy digital banking mechanisms: “The whole idea is to have a bank with you anywher… https://t.co/FmQuTGQQp5,3/19/2018 9:08,0,Gilberto Arredondo,0.1,positive
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 9:03,0,M.P.Karthick,0.166666667,positive
RT @FintechChinaW: China: Ant Financial Buys Shares in Telenor Microfinance Bank #fintech https://t.co/K45TWbpc4G,3/19/2018 9:01,0,Sipahi Group,0,neutral
Kenya’s 4G Capital is to become the first microfinance and training company to issue a tokenised bond using… https://t.co/GParXdJbdO,3/19/2018 8:58,0,Andrew Jarrett,0.25,positive
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 8:47,0,MicroSave,0.166666667,positive
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 8:45,0,Abhishek Gupta,0.166666667,positive
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 8:43,0,Anup Singh,0.166666667,positive
"RT @AndbankAND: El fons d’impacte social Andbank Microfinance Fund dóna suport a la @FundacionFero. #Andbank #Andorra 
https://t.co/bPLpix0…",3/19/2018 8:41,0,Fundación Fero,0.033333333,positive
RT @AndbankES: El fondo de impacto social Andbank Microfinance Fund apoya a @FundacionFero #InversiónSocialmenteResponsable #ISR #investiga…,3/19/2018 8:41,0,Fundación Fero,0.033333333,positive
RT @AndbankES: ¡Apoyando la investigación contra el cáncer de @FundacionFero a través de nuestro fondo de impacto social Andbank Microfinan…,3/19/2018 8:41,0,Fundación Fero,0.033333333,positive
"RT @grameenaust: ProfYunus @Yunus_Centre at @MonashUni:belief that Microfinance only works in developing world, but Grameen America proves…",3/19/2018 8:37,0,Fahmi Sarker,0,neutral
"RT @IshitaaT: #ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. And do not f…",3/19/2018 8:33,0,Manoj Pandey,0.166666667,positive
"RT @IFGateway: In countries such as Bosnia-Herzegovina, the Islamic Republic of Iran, Indonesia, Pakistan, and the United Kingdom, qard has…",3/19/2018 8:33,0,IslamicFinanceSpain,0,neutral
"RT @MicroSave: @MicroSave experts Ravi Kant, @Manoj_Pandey and Mai Hoang interacting with participants on #productdevelopment for the micro…",3/19/2018 8:33,0,Manoj Pandey,0,neutral
"4G Capital, a Nairobi-based microfinance and training company, is to become the first such financial institution to… https://t.co/ASfL3BNR67",3/19/2018 8:32,0,Alejandro DeLaTorre,0.083333333,positive
Kazakhstan Loan Fund (KMF) KMF is a #microfinance organization operating in #Kazakhstan with portfolio consisting o… https://t.co/j2x1yH4JJJ,3/19/2018 8:28,0,Microfinance Centre,0,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 8:23,0,bukunmi babs,0.136363636,positive
@boulama_k En effet. Trop de protagonistes et donc trop de noeuds à dénouer. La dame a donné sa version. Nous espér… https://t.co/xw30ss0XQ9,3/19/2018 8:20,0,Tamimoudari Noma,0,neutral
"RT @almuktafisoror: In Sudan, there have been hopes of getting out of poverty with microfinance projects for small farmers and poor familie…",3/19/2018 8:16,0,???? ??? ???????,-0.325,negative
Telenor Microfinance Bank provides micro?finance and related financial services to the less privileged and unbanked… https://t.co/mhD4i0vums,3/19/2018 8:14,1,Sana Riaz,-0.055555556,negative
"Good morning, let today bring you closer to your goals.
Bank on the go with the  Glory Microfinance Bank.… https://t.co/E3aBH5vfe9",3/19/2018 8:14,0,Glory MFB,0.7,positive
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 8:11,0,Oluwaseun Akinwunmi,0.136363636,positive
"Here's the interview of FINCA's CEO - 
Microfinance banks crucial for economic growth 
https://t.co/CI9gV36zLD",3/19/2018 8:01,4,FINCA Microfinance,0.1,positive
"#ProductDevelopment process hinges on 3 main components: #MarketResearch, Product Prototyping and Pilot Testing. An… https://t.co/aWjrgN1k9C",3/19/2018 7:55,14,Ishita Sharma,0.166666667,positive
"Monday Motivation - Work Hard !!!

#SatinInspires #MondayMotivation #Microfinance https://t.co/zkMU8Vf2yP",3/19/2018 7:54,0,Satin Creditcare Network Ltd,-0.569661458,negative
RT @IshitaaT: @MicroSave begins the first phase of a series of training in Vietnam! First in line is #productdevelopment segment for execut…,3/19/2018 7:53,0,Rahul Chatterjee,0.28125,positive
"???? ???? ??????? ?? ????? ?????? ?????? ??????? 
#?????_?????? #????_????_??????? #????????? 
Customer Service Cen… https://t.co/jtKNwV0M2T",3/19/2018 7:53,0,Vitas Jordan,0,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 7:51,0,•,0.136363636,positive
"@MicroSave experts Ravi Kant, @Manoj_Pandey and Mai Hoang interacting with participants on #productdevelopment for… https://t.co/Pd3RN3WbQU",3/19/2018 7:45,4,MicroSave,0,neutral
"I just published “Robinhood, the Microfinance giant bets on Bitcoin” https://t.co/fbAYaqBuP3",3/19/2018 7:44,0,Sharone Perlstein,0,neutral
"RT @MonashUni: Professor Muhammad Yunus of the @Yunus_Centre, @grameenbank founder, #NobelPeacePrize winner speaking to a packed crowd for…",3/19/2018 7:35,0,Warwick Peel,0,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 7:33,0,LamLam,0.136363636,positive
"Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB produ… https://t.co/zdT8U3eESQ",3/19/2018 7:32,1,African BioHub,0,neutral
RBI has approved the merger of Bharat Financial Inclusion and IndusInd Bank https://t.co/eOcTgDIbpk #microfinance… https://t.co/p2ZgWiLg6C,3/19/2018 7:26,1,Aavishkaar,0,neutral
Managing Director/CEO at Ahmadu Bello University Microfinance Bank Ltd https://t.co/AgNkiwwfE9 via @tunderaji,3/19/2018 7:15,0,Tunde Raji,0,neutral
"RT @MonashUni: Professor Muhammad Yunus of the @Yunus_Centre, @grameenbank founder, #NobelPeacePrize winner speaking to a packed crowd for…",3/19/2018 7:12,0,?. ????????? ??????? ??????,0,neutral
RT @IshitaaT: @MicroSave begins the first phase of a series of training in Vietnam! First in line is #productdevelopment segment for execut…,3/19/2018 7:10,0,MicroSave,0.28125,positive
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 7:08,0,Akapo Damilola F.,0.136363636,positive
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/19/2018 7:01,0,Olayinka Kaylah,0.136363636,positive
"@al1_levy @Baobab_Group @BNPParibas Few years ago(7-8),group of Chinese people visited our MFI to learn about micro… https://t.co/PRcHd3syp1",3/19/2018 7:00,0,Svetlana Zikic,-0.1,negative
"@BillGates 
In Sudan, there have been hopes of getting out of poverty with microfinance projects for small farmers… https://t.co/VVnIlcHQAG",3/19/2018 6:58,0,??????? ?????,-0.25,negative
"Bandhan Bank Raises Rs 1,342 Crore From Anchor Investors  https://t.co/iP6ad82nSq #microfinance #BandhanBankIPO… https://t.co/C2uTzAFULY",3/19/2018 6:56,0,Aavishkaar,0,neutral
"In Sudan, there have been hopes of getting out of poverty with microfinance projects for small farmers and poor fam… https://t.co/ODsTMrgG19",3/19/2018 6:54,3,??????? ?????,-0.325,neutral
"RT @Great_blogging: Job Title: Business Development Executive in Island, Lagos
Involves opening&amp;managing of accounts, selling MFB products…",3/19/2018 6:54,0,Oluwabunmi,0,neutral
"RT @MonashUni: Professor Muhammad Yunus of the @Yunus_Centre, @grameenbank founder, #NobelPeacePrize winner speaking to a packed crowd for…",3/19/2018 6:53,0,Minto Felix,0,neutral
FINCA Microfinance Bank Plans New High Breed Digital Business Model https://t.co/HGRP6h1wTg #microfinance… https://t.co/acbVpDJjmJ,3/19/2018 6:53,0,Aavishkaar,0.098787879,positive
@MicroSave begins the first phase of a series of training in Vietnam! First in line is #productdevelopment segment… https://t.co/3sjnBr5Jwl,3/19/2018 6:45,7,Ishita Sharma,0.28125,positive
?????? ??????? ?????????: ????? ??????????? ???????? ??????? ???????????? ??????????????? ????????? ??????… https://t.co/Sf3xkPWHVg,3/19/2018 6:43,0,Oneindia Malayalam,0,neutral
"RT @IFGateway: In countries such as Bosnia-Herzegovina, the Islamic Republic of Iran, Indonesia, Pakistan, and the United Kingdom, qard has…",3/19/2018 6:40,0,ainaa shakirah,0,neutral
"RT @Impulseur227: J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît à sa m…",3/19/2018 6:35,0,Farouk,0,neutral
"ProfYunus @Yunus_Centre at @MonashUni:belief that Microfinance only works in developing world, but Grameen America… https://t.co/melgfm0zOa",3/19/2018 6:34,4,Grameen Australia,0,neutral
"RT @Impulseur227: J'ai écouté la conférence de presse de la PDG de ASUSU SA  @YacReki .
- Elle maîtrise la microfinance
- Elle croît à sa m…",3/19/2018 6:33,0,Bassiratou ILLA,0,neutral
"RT @MonashUni: Professor Muhammad Yunus of the @Yunus_Centre, @grameenbank founder, #NobelPeacePrize winner speaking to a packed crowd for…",3/19/2018 6:32,0,MSDI,0,neutral
"Professor Muhammad Yunus of the @Yunus_Centre, @grameenbank founder, #NobelPeacePrize winner speaking to a packed c… https://t.co/YaHfnjnJ5l",3/19/2018 6:31,5,Monash University,0,neutral
MICROFINANCE,3/19/2018 6:31,10,ralf,0,neutral
MICROFINANCE,3/19/2018 6:27,0,ELIO xx OLIVER,0,neutral
1ère session du comité national de la microfinance: https://t.co/FvlX0cVsw3 via @YouTube,3/19/2018 6:25,0,ORTB,0,neutral
RT @womencandopk: Representation of Telenor Microfinance Bank is to educate beneficiaries about how they can be benefited from their servic…,3/19/2018 6:23,0,Fatima Haider,0,neutral
"NRSP Microfinance Bank Limited Jobs Sunday 18th March 2018 For Field Staff, Account Staff
Apply Here&gt;&gt;&gt;https://t.co/Ik97bvsNgL",3/19/2018 6:12,1,pkjobvacancy,-0.071428571,negative
Entry Level Debt Collection Officer Job Opportunities - Pride Microfinance Limited (MDI) (Pride) https://t.co/FO3pXTvlSk,3/19/2018 6:10,0,UgandanJobline,-0.071428571,neutral
Entry Level Debt Collection Officer Job Opportunities - Pride Microfinance Limited (MDI) (Pride) https://t.co/qCeVhD12aZ,3/19/2018 6:10,0,UgandanJobline,-0.071428571,neutral
Entry Level Debt Collection Officer Job Opportunities – Pride Microfinance Limited (MDI… https://t.co/3kjFOwcRjV,3/19/2018 6:08,0,INFO TANZANIA,-0.071428571,neutral
Entry Level Debt Collection Officer Job Opportunities - Pride Microfinance Limited (MDI) (Pride)  https://t.co/gmgP1zowfB,3/19/2018 6:05,0,UgandanJobline,-0.071428571,neutral
Entry Level Debt Collection Officer Job Opportunities - Pride Microfinance Limited (MDI… https://t.co/wxCrGfu8mW,3/19/2018 6:05,0,UgandanJobline,-0.071428571,neutral
"In countries such as Bosnia-Herzegovina, the Islamic Republic of Iran, Indonesia, Pakistan, and the United Kingdom,… https://t.co/CuPlIf4uNU",3/19/2018 6:00,1,Islamic Finance-IFG,0,neutral
"L-Pesa creates blockchain-based, smart contract loans enabling people across the internet to grow their businesses… https://t.co/bmRp7Kj2v3",3/19/2018 5:58,1,Alade Oluwaseun,0.214285714,positive
"Luthra, Vertices lead on TR Capital's investment in Arohan Microfinance
https://t.co/rSxZ3iMUR1 @arohan_fin",3/19/2018 5:47,0,Aavishkaar,0,neutral
Anza wiki yako vizuri ukiwa na malengo na mipango madhubuti kwa kufungua Mipango akaunti katika tawi lolote la FINC… https://t.co/dU4jctKeGN,3/19/2018 5:46,2,FINCA Tanzania,0,neutral
"RT @al1_levy: Shu Wong get his first loan in life thanks to @Baobab_Group Sichuan. He was unbanked before.
With his #microcredit , he bough…",3/19/2018 5:45,0,antoinesire,0.225,positive
"""Move over, #microfinance. Why the future of development is in #nanofinance"" Provocative headline from @wef.… https://t.co/Bs7p4zlCz3",3/19/2018 5:44,3,Bidhaa Sasa,0,neutral
#SavingsDeposit - Yako Microfinance  bank in Uganda providing best  #Savings #Deposit rate and flexible way of depo… https://t.co/d7MrC6aYce,3/19/2018 5:29,0,YakoMicrofinance,1,positive
